Артикул,Ozon Product ID,FBO OZON SKU ID,FBS OZON SKU ID,Barcode,Наименование товара,Контент-рейтинг,Бренд,Статус товара,Видимость FBO,Причины скрытия FBO (при наличии),Видимость FBS,Причины скрытия FBS (при наличии),Дата создания,Коммерческая категория,"Объем товара, л","Объемный вес, кг","Доступно на складе Ozon, шт","Вывезти и нанести КИЗ (кроме Твери), шт","Зарезервировано, шт","Доступно на моих складах, шт","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, руб.","Цена до скидки (перечеркнутая цена), руб.","Цена Premium, руб.","Рыночная цена, руб.",Актуальная ссылка на рыночную цену,"Размер НДС, %"
68065b7a-0069-11ea-a9ac-000c296512e3,316211652,631623712,631623711,4620003278587,triol будка деревянная для собак 820x1000x900 мм,30,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:04:11,Будка для животных,738.0,147.6,0,0,0,0,0,12556.0,,,,,20%
68065b79-0069-11ea-a9ac-000c296512e3,316211653,631654171,631654170,4620003278549,triol будка деревянная для собак 760x880x810 мм,30,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:04:11,Будка для животных,541.73,108.3,0,0,0,0,0,10995.0,,,,,20%
68065b78-0069-11ea-a9ac-000c296512e3,316211654,631653158,631653157,4620003278525,triol будка деревянная для собак 700x760x760 мм,30,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:04:11,Будка для животных,404.32,80.9,0,0,0,0,0,9125.0,,,,,20%
5a929e03-ead2-4265-8608-07eafe948927,316211655,631654180,631654182,6942453330188,triol будка деревянная для собак 1037x660x770 мм,30,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:04:11,Будка для животных,527.0,105.4,0,0,0,0,0,12427.0,,,,,20%
5bee73ca-02ba-11ea-a9ac-000c296512e3,316230341,631651185,631651186,4048422141105,furminator short hair l фурминатор для собак крупных короткошерстных пород 50х167х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.87,0.4,0,0,0,0,0,7945.0,,,,,20%
e9560a59-02b7-11ea-a9ac-000c296512e3,316230342,631732083,631732084,4048422137375,furminator furflex насадка против линьки для кошек крупных пород l,25,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,0.98,0.2,0,0,0,0,0,446.0,,,,,20%
bf193ebd-8f47-455c-a326-0d9560de5255,316230343,631651194,631651193,8117940111856,furminator short hair фурминатор для карликовых собак короткошерстных пород 0.11,5,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.94,0.4,0,0,0,0,0,1291.0,,,,,20%
e9560a5a-02b7-11ea-a9ac-000c296512e3,316230344,631719616,631719615,4048422136828,furminator furflex насадка против линьки для собак крупных пород 0.114,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.08,0.2,0,0,0,0,0,572.0,,,,,20%
5bee73d0-02ba-11ea-a9ac-000c296512e3,316230345,631655330,631655329,4048422141259,furminator short hair m/l фурминатор для кошек крупных и средних короткошерстных пород 50х127х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,5754.0,,,,,20%
5bee73d4-02ba-11ea-a9ac-000c296512e3,316230346,631719620,631719619,4048422141228,furminator long hair s фурминатор для кошек малых длинношерстных пород 50х127х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,5345.0,,,,,20%
e9560a52-02b7-11ea-a9ac-000c296512e3,316230347,631656234,631656233,4048422137054,furminator furflex комбо против линьки для кошек крупных пород 0.161,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.09,0.2,0,0,0,0,0,1688.0,,,,,20%
e9560a57-02b7-11ea-a9ac-000c296512e3,316230348,631720127,631720128,4048422136996,furminator furflex комбо против линьки для собак гиганстких пород 0.212,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.19,0.3,0,0,0,0,0,832.0,,,,,20%
5bee73dc-02ba-11ea-a9ac-000c296512e3,316230349,631649590,631649589,4048422141167,furminator long hair xl фурминатор для собак гигантских длинношерстных пород 50х180х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,2.02,0.4,0,0,0,0,0,3834.0,,,,,20%
5bee73c8-02ba-11ea-a9ac-000c296512e3,316230350,631651202,631651201,4048422141136,furminator long hair l фурминатор для собак крупных длинношерстных пород 50х167х224 мм,25,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.87,0.4,0,0,0,0,0,3845.0,,,,,20%
5bee73de-02ba-11ea-a9ac-000c296512e3,316230351,631651209,631651210,4048422144274,furminator short hair xl фурминатор для собак гигантских короткошерстных пород 50х180х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,2.02,0.4,0,0,0,0,0,9200.0,,,,,20%
5bee73ce-02ba-11ea-a9ac-000c296512e3,316230352,631652718,631652719,4048422141372,furminator short hair m фурминатор для собак средних короткошерстных пород 50х127х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,4143.0,,,,,20%
5bee73d6-02ba-11ea-a9ac-000c296512e3,316230353,631652711,631652710,4048422141198,furminator short hair s фурминатор для кошек малых короткошерстных пород 50х127х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,2229.0,,,,,20%
e9560a5c-02b7-11ea-a9ac-000c296512e3,316230354,631720098,631720096,4048422136866,furminator furflex насадка против линьки для кошек малых пород 0.062,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,0.84,0.2,0,0,0,0,0,421.0,,,,,20%
5bee73cc-02ba-11ea-a9ac-000c296512e3,316230355,631653063,631653064,4048422141068,furminator long hair m фурминатор для собак средних длинношерстных пород 50х127х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,4143.0,,,,,20%
5bee73e4-02ba-11ea-a9ac-000c296512e3,316230356,631650340,631650342,4048422144304,"furminator small animal фурминатор для кроликов, хорьков и грызунов 50х129х224 мм",10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.44,0.3,0,0,0,0,0,2297.0,,,2300.0,https://detmir.ru/product/index/id/3202977,20%
5bee73d2-02ba-11ea-a9ac-000c296512e3,316230357,631656239,631656238,4048422141280,"furminator long hair m/l фурминатор для кошек крупных и средних длинношерстных пород 50х127х224 мм, фиолетовый/черный",10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,2397.0,,,,,20%
e9560a5b-02b7-11ea-a9ac-000c296512e3,316230358,631649787,631649788,4048422136798,furminator furflex насадка против линьки для собак средних пород 0.085,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,0.84,0.2,0,0,0,0,0,498.0,,,,,20%
e9560a66-02b7-11ea-a9ac-000c296512e3,316230359,631720114,631720113,8117940112150,furminator long hair фурминатор для малых собак длинношерстных пород 0.14,5,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.94,0.4,0,0,0,0,0,1479.0,,,,,20%
e9560a5d-02b7-11ea-a9ac-000c296512e3,316230360,631719623,631719624,4048422136750,furminator furflex насадка против линьки для собак малых пород 0.062,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,0.84,0.2,0,0,0,0,0,421.0,,,,,20%
5bee73da-02ba-11ea-a9ac-000c296512e3,316230361,631653066,631653065,4048422141006,furminator short hair s фурминатор для собак малых короткошерстных пород 50х127х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,5368.0,,,,,20%
e9560a54-02b7-11ea-a9ac-000c296512e3,316230363,631650330,631650329,4048422136934,furminator furflex комбо против линьки для собак средних пород 0.162,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.05,0.2,0,0,0,0,0,630.0,,,,,20%
e9560a62-02b7-11ea-a9ac-000c296512e3,316230364,631650481,631650482,8117940111924,furminator long hair фурминатор для карликовых собак длинношерстных пород 0.11,5,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.94,0.4,0,0,0,0,0,1713.0,,,,,20%
5bee73d8-02ba-11ea-a9ac-000c296512e3,316230365,631651218,631651217,4048422141037,furminator long hair s фурминатор для собак малых длинношерстных пород 50х127х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.42,0.3,0,0,0,0,0,2238.0,,,2200.0,https://detmir.ru/product/index/id/3202971,20%
5bee73e0-02ba-11ea-a9ac-000c296512e3,316230366,631651232,631651231,4048422144243,furminator long hair xs фурминатор для собак миниатюрных длинношерстных пород 50х129х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.44,0.3,0,0,0,0,0,1959.0,,,,,20%
e9560a63-02b7-11ea-a9ac-000c296512e3,316230367,631651224,631651223,4048422144205,furminator short hair фурминатор для карликовых собак короткошерстных пород 50х129х224 мм,10,FURminator,Готов к продаже,Показывается,,Показывается,,2022-07-01 9:39:26,Дешеддер,1.44,0.3,0,0,0,0,0,2938.0,,,,,20%
c7aa8ae5-02b6-11ea-a9ac-000c296512e3,316265794,631719969,631719966,4627075533750,родные места домик колыбелька для животных маки 44х50х40,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,88.0,17.6,0,0,0,0,0,1591.0,,,,,20%
e859d080-c5d3-45d4-ba47-4e24497e5ca7,316265795,631728583,631728582,4620003278396,triol дом-тент для собак и кошек 1220x760x736 мм,35,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,682.42,136.5,0,0,0,70,0,16697.0,,,,,20%
620229ab-0069-11ea-a9ac-000c296512e3,316265796,634984151,634984150,4620003274015,"triol дом-тент для собак и кошек 480x410x410 мм, бежево-коричневый",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,80.69,16.1,0,0,0,70,0,5270.0,,,5636.0,https://wildberries.ru/catalog/76143747/detail.aspx,20%
c7aa8b2e-02b6-11ea-a9ac-000c296512e3,316265797,631717638,631717639,4627075534573,родные места домик-лежак мягкий для животных избушка петухи 39х39х48,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,73.01,14.6,0,0,0,0,0,1495.0,,,,,20%
c7aa8b3d-02b6-11ea-a9ac-000c296512e3,316265798,631719156,631719157,4627075534894,родные места домик-лежак мягкий для животных избушка матрешки 33х33х42,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,45.74,9.1,0,0,0,0,0,1027.0,,,,,20%
6e1fde63-02b8-11ea-a9ac-000c296512e3,316265799,631729442,631729443,4620003278341,"triol дом-тент для собак и кошек 610x455x430 мм, бежево-коричневый",35,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,119.35,23.9,0,0,0,70,0,8633.0,,,8869.0,https://wildberries.ru/catalog/143669648/detail.aspx,20%
68065b77-0069-11ea-a9ac-000c296512e3,316265800,634984122,634984123,4620003278389,"triol дом-тент для собак и кошек 1060x710x685 мм, бежево-коричневый",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,515.53,103.1,0,0,0,70,0,15104.0,,,,,20%
620229ac-0069-11ea-a9ac-000c296512e3,316265801,631720028,631720029,4620003278259,"triol дом-тент для собак и кошек 650x490x500 мм, бежево-коричневый",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,159.25,31.9,0,0,0,70,0,7566.0,,,,,20%
c7aa8b42-02b6-11ea-a9ac-000c296512e3,316265802,631717646,631717647,4627075534757,родные места домик-лежак мягкий для животных избушка матрешки 39х39х48,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,73.01,14.6,0,0,0,0,0,1648.0,,,,,20%
97c96b08-02b6-11ea-a9ac-000c296512e3,316265803,631719149,631719148,4402011900793,"katsu ""пэчворк"" домик складной для животных, лиловый m, 35х35х18 см",45,Katsu,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,22.05,4.4,0,0,0,0,0,3106.0,,,2265.0,https://market.yandex.ru/product--/466427005/?sku=100677681732,20%
286900ab-3e23-40a3-af1d-be3d07da629f,316265805,631719988,631719989,4680265001538,"triol домик для кошек и собак ""pluto"" 500x400x400 мм",45,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,80.0,16.0,0,0,0,0,0,2732.0,,,,,20%
c7aa8b0e-02b6-11ea-a9ac-000c296512e3,316265806,631719980,631719978,4627075534719,родные места домик колыбелька для животных жостово 44х50х40,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,88.0,17.6,0,0,0,0,0,1792.0,,,,,20%
ffeadd63-1a1c-4e88-a1ce-a02056ba5df5,316265807,631720037,631720036,4620003278228,"triol дом-тент для собак, серо-синий 1070x735x863 мм",50,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,184.68,36.9,0,0,0,0,0,11586.0,,,,,20%
9abda445-3934-4bdb-b19b-5251ae4ffb67,316265808,631719999,631719998,4680265001521,"triol домик для кошек и собак ""minnie"" 500x400x400 мм",45,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,80.0,16.0,0,0,0,0,0,3129.0,,,,,20%
a41cf5b8-055c-4f6f-b32e-ef424f39438b,316265809,631720055,631720054,4680384008890,"triol кошкин дом домик для кошек 340x430x340, серый",30,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,49.71,9.9,0,0,0,70,0,4066.0,,,3581.0,https://wildberries.ru/catalog/45830706/detail.aspx,20%
c7aa8ada-02b6-11ea-a9ac-000c296512e3,316265810,631720045,631720047,4627075533170,родные места домик колыбелька для животных хохлома 44х50х40,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,88.0,17.6,0,0,0,0,0,1654.0,,,,,20%
c7aa8aff-02b6-11ea-a9ac-000c296512e3,316265811,631717652,631717653,4627075534436,родные места домик колыбелька для животных лоскутки 44х50х40,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,88.0,17.6,0,0,0,0,0,1879.0,,,,,20%
26bacced-eae5-4437-8213-ded511f74ec4,316265812,631717660,631717661,4033766100567,"nobby lasa домик для кошек, плетеный 45х45х37см, бежевый",45,Nobby,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,81.0,16.2,0,0,0,116,0,6931.0,,,6520.0,https://wildberries.ru/catalog/8487894/detail.aspx,20%
c7aa8b38-02b6-11ea-a9ac-000c296512e3,316265813,631717668,631717669,4627075534887,родные места домик-лежак мягкий для животных избушка звезда востока 39х39х48,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,73.01,14.6,0,0,0,0,0,1648.0,,,,,20%
c7aa8b28-02b6-11ea-a9ac-000c296512e3,316265814,631719165,631719164,4627075533231,родные места домик-лежак мягкий для животных избушка хохлома 39х39х48,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,73.01,14.6,0,0,0,0,0,1625.0,,,,,20%
620229a8-0069-11ea-a9ac-000c296512e3,316265815,631720009,631720008,4620003278198,"triol дом-тент для собак, серо-синий 610x460x535 мм",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,150.12,30.0,0,0,0,70,0,6795.0,,,8394.0,https://wildberries.ru/catalog/110513890/detail.aspx,20%
68065b75-0069-11ea-a9ac-000c296512e3,316265816,631720017,631720016,4620003278358,"triol дом-тент для собак и кошек 760x505x480 мм, бежево-коричневый",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,184.22,36.8,0,0,0,29,0,10915.0,,,,,20%
97c96b09-02b6-11ea-a9ac-000c296512e3,316265817,631733015,631733014,4402011900823,"katsu ""пэчворк"" домик складной для животных, голубой 90 гр",30,Katsu,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,22.05,4.4,0,0,0,0,0,2873.0,,,,,20%
97c96b0a-02b6-11ea-a9ac-000c296512e3,316265818,631719171,631719170,4402011800451,"katsu мулео домик для кошек, складной, голубой 90 гр",30,Katsu,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,14.4,2.9,0,0,0,0,0,2705.0,,,,,20%
c7aa8aef-02b6-11ea-a9ac-000c296512e3,316265819,631719178,631719179,4627075534559,родные места домик колыбелька для животных петухи 44х50х40,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,88.0,17.6,0,0,0,0,0,1739.0,,,,,20%
07c4d924-c817-11ea-a9ce-10604b9c3fdd,316265820,631721612,631721611,4680384005455,"triol кошкин дом домик для кошек 340x430x340, розовый",30,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,49.71,9.9,0,0,0,0,0,2804.0,,,,,20%
620229a9-0069-11ea-a9ac-000c296512e3,316265821,631722687,631722688,4620003278204,"triol дом-тент для собак, серо-синий 790x535x660 мм",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,278.95,55.8,0,0,0,70,0,8255.0,,,6648.0,https://wildberries.ru/catalog/45830701/detail.aspx,20%
eedf89c4-5365-4795-a662-9451a76c119d,316265822,631719184,631719186,4033766100420,"nobby takla домик для кошек, плетеный 40х40х33см, светло-коричневый",45,Nobby,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,56.0,11.2,0,0,0,95,0,6077.0,,,,,20%
c7aa8b33-02b6-11ea-a9ac-000c296512e3,316265823,631722680,631722679,4627075534870,родные места домик-лежак мягкий для животных избушка звезда востока 33х33х42,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,45.74,9.1,0,0,0,0,0,1027.0,,,,,20%
a47c64d8-02b8-11ea-a9ac-000c296512e3,316265824,634981038,634981037,4627077750612,"gigwi сова домик для кошек и собак малых пород 0,38х0,38х0,4",45,GiGwi,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,57.76,11.6,0,0,0,52,0,3814.0,,,4151.0,https://wildberries.ru/catalog/114918417/detail.aspx,20%
97c96b07-02b6-11ea-a9ac-000c296512e3,316265825,631719192,631719193,4402011900786,"katsu ""пэчворк"" домик складной для животных, лиловый s, 30х30х16 см",45,Katsu,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,14.4,2.9,0,0,0,0,0,2189.0,,,2265.0,https://market.yandex.ru/product--/466427005/?sku=100677681732,20%
c7aa8af4-02b6-11ea-a9ac-000c296512e3,316265826,631722695,631722696,4627075534405,родные места домик колыбелька для животных герберы 44х50х40,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,88.0,17.6,0,0,0,0,0,1591.0,,,,,20%
97c96b23-02b6-11ea-a9ac-000c296512e3,316265827,631722710,631722709,6959066958203,"katsu царство морфея лежак для кошек, голубой 800 гр",25,Katsu,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,48.0,9.6,0,0,0,0,0,2062.0,,,,,20%
68065b76-0069-11ea-a9ac-000c296512e3,316265828,631722701,631722702,4620003274022,"triol дом-тент для собак и кошек 910x610x580 мм, бежево-коричневый",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,321.96,64.4,0,0,0,70,0,12993.0,,,,,20%
620229a7-0069-11ea-a9ac-000c296512e3,316265829,631725737,631725736,4620003278181,"triol дом-тент для собак, серо-синий 535x380x460 мм",35,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,93.52,18.7,0,0,0,70,0,5069.0,,,4413.0,https://wildberries.ru/catalog/63885030/detail.aspx,20%
b98bb297-02b9-11ea-a9ac-000c296512e3,316265830,631725718,631725719,5412087008889,"moderna лежанка-домик для кошек doonut с подушкой белая 49x49x27, белый",25,Moderna,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,64.83,13.0,0,0,0,0,0,3996.0,,,,,20%
620229ad-0069-11ea-a9ac-000c296512e3,316265831,631725727,631725728,4620003278266,"triol дом-тент для собак и кошек 770x570x630 мм, бежево-коричневый",50,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,276.51,55.3,0,0,0,70,0,9482.0,,,9316.0,https://wildberries.ru/catalog/143669246/detail.aspx,20%
c7aa8af9-02b6-11ea-a9ac-000c296512e3,316265832,631725751,631725747,4627075534696,родные места домик колыбелька для животных лоскутки 41х36х30,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,44.28,8.9,0,0,0,0,0,1225.0,,,,,20%
620229aa-0069-11ea-a9ac-000c296512e3,316265833,631717675,631717674,4620003278211,"triol дом-тент для собак, серо-синий 965x660x735 мм",35,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,468.12,93.6,0,0,0,70,0,10393.0,,,,,20%
c7aa8ad0-02b6-11ea-a9ac-000c296512e3,316265834,631719201,631719200,4627075533156,родные места домик колыбелька для животных гжель 44х50х40,30,Родные места,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:23:24,Домик для животных,88.0,17.6,0,0,0,0,0,1770.0,,,,,20%
9a651202-4364-4f10-a336-2b5dc3743f11,316280705,631726293,631726292,4628001070639,"triol игровой комплекс для кошек, двухуровневый 390х390х620 мм",5,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,94.3,18.9,0,0,0,36,0,5774.0,,,6426.0,https://wildberries.ru/catalog/138799356/detail.aspx,20%
4a26d35f-7505-477e-bdeb-100f0ed88f1f,316280706,631753915,631753916,4640010545267,"triol игровой комплекс для кошек, четыре яруса 400х400х1340 мм",5,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,214.4,42.9,0,0,0,0,0,7817.0,,,,,20%
419e3b20-f504-45cd-b9b2-400a893591bf,316280707,638589195,638589196,4620006488693,triol дом-пещерка игровой комплекс для кошек 540х480х1100 мм,5,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,285.12,57.0,0,0,0,9,0,11687.0,,,14247.0,https://market.yandex.ru/product--/1406837388/?sku=101406032840,20%
f5924cc0-1fdd-4409-9fca-4f3921de03eb,316280708,638589167,638589168,4628001070646,triol игровой комплекс-когтеточка для кошек 490х410х860 мм,10,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,172.77,34.6,0,0,0,40,0,5573.0,,,4989.0,https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/igrovoy-kompleks-nt3074-dlya-koshek-cvet-v-assortimente-490-410-860mm.html?offer=125222,20%
52cb5808-1fdb-4173-bac3-5c864da99591,316280709,631756088,631756089,4680265011971,"triol игровой комплекс для кошек, крепится к потолку 600х365х2350-2700 мм",5,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,531.3,106.3,0,0,0,0,0,9479.0,,,,,20%
efdaeb35-a112-4bc7-a7b3-f8aeea7604a4,316280710,638589902,638589903,4620006488600,triol норка игровой комплекс-когтеточка для кошек 300х300х650 мм,5,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,58.5,11.7,0,0,0,13,0,3951.0,,,4378.0,https://wildberries.ru/catalog/138799347/detail.aspx,20%
0645bcaf-02c3-11ea-a9ac-000c296512e3,316280711,638691400,638691401,4011905439716,trixie mijas игровой комплекс для кошек 176 см,5,TRIXIE,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,615.3,123.1,0,0,0,0,0,23051.0,,,,,20%
4f5279ca-8991-4e4f-9b15-beae418e7d58,316280712,631758344,631758345,4680265026692,"triol игровой комплекс для кошек, с будкой и площадкой 340х340х720 мм",5,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,83.23,16.6,0,0,0,0,0,3171.0,,,,,20%
831d341b-5284-497b-b960-6a2758113b4f,316280713,631758356,631758354,4680265011964,triol изящный игровой комплекс для кошек 420х350х2500-2700 мм,5,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,338.1,67.6,0,0,0,0,0,12562.0,,,,,20%
b071eab1-51ea-4482-bd99-8b1ddc9b1d93,316280714,631726249,631726248,4620006488778,triol многоярусный парк игровой комплекс для кошек 1260х820х1510 мм,20,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,1560.13,312.0,0,0,0,0,0,25306.0,,,,,20%
fde4f789-c928-49ac-9813-3a605a341ed1,316280716,631758339,631758338,4680265010271,"triol игровой комплекс для кошек, из фетра 340х410х640 мм",10,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,89.22,17.8,0,0,0,0,0,4379.0,,,,,20%
00072afa-4a8f-4ac0-8e4e-2843ddf92232,316280718,631754019,631754020,4680384021066,"triol игровой комплекс для кошек, трехуровневый 600х400х960 мм",5,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,230.4,46.1,0,0,0,34,0,14312.0,,,14195.0,https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/igrovoy-kompleks-st58-dlya-koshek-600-400-960mm.html?offer=125226,20%
ede81627-8a73-492f-a9f0-45f8a7c53f71,316280719,631746868,631746869,4680265010257,triol подушка игровой комплекс для кошек 445х445х650 мм,10,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,128.72,25.7,0,0,0,0,0,7888.0,,,,,20%
a7492c1c-037d-4233-879a-90932987f59b,316280720,638589175,638589176,4620006488679,triol многоуровневый городок игровой комплекс для кошек 760х600х1250 мм,5,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,570.0,114.0,0,0,0,0,0,7980.0,,,,,20%
d7d18cc8-fcad-4fd0-b274-9609322b9ef6,316280721,631748862,631748863,4640010548404,triol игровой комплекс для кошек 440х490х770 мм,5,Triol,Готов к продаже,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,166.01,33.2,0,0,0,0,0,5710.0,,,,,20%
d415a076-ae05-4f3b-a1c3-5e7d75cffde2,316280723,631726301,631726300,4640010545229,triol городок игровой комплекс для кошек 650х570х1240 мм,5,Triol,Продается,Показывается,,Показывается,,2022-07-01 10:32:45,Игровой комплекс для животных,459.42,91.9,0,0,0,7,0,13630.0,,,13415.0,https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/igrovoy-kompleks-ct17-dlya-koshek-650-570-1240mm.html?offer=125224,20%
